基站ID,省份代码,省,地市代码,地市,严重卡顿局数占比,总局数,日卡顿用户数,卡顿集中时段,数据报表日期
460_01_33251_224033567,81,四川,0834,凉山彝族自治州,0.0,16,0,22,20180221
460_01_45746_124804385,81,四川,0826,广安,0.0329,213,6,17,20180221
460_01_33036_117679392,81,四川,028,成都,0.0,24,0,16,20180221
460_01_33053_117811744,81,四川,028,成都,0.0,9,0,22,20180221
460_01_33115_120456223,81,四川,0816,绵阳,0.0,9,0,12,20180221
460_01_33131_120888881,81,四川,0831,宜宾,0.0,8,0,19,20180221
460_01_33169_247460914,81,四川,0830,泸州,0.0435,23,1,15,20180221
460_01_33187_122791200,81,四川,028,资阳,0.125,8,1,01,20180221
460_01_33189_122818591,81,四川,028,资阳,0.0,17,0,16,20180221
460_01_33202_123430961,81,四川,0832,内江,0.1111,18,2,20,20180221
460_01_33222_124262432,81,四川,0827,巴中,0.0,43,0,11,20180221
460_01_45685_122115891,81,四川,0830,泸州,0.0,41,0,13,20180221
460_01_45757_125315618,81,四川,0825,遂宁,0.0625,16,1,11,20180221
460_01_45686_122142769,81,四川,0830,泸州,0.0556,18,1,16,20180221
460_01_45733_223485728,81,四川,0827,巴中,0.0,23,0,09,20180221
460_01_33123_120646195,81,四川,0831,宜宾,0.0,5,0,22,20180221
460_01_33124_120684081,81,四川,0831,宜宾,0.0,23,0,21,20180221
460_01_33031_117456160,81,四川,028,成都,0.0345,29,1,20,20180221
460_01_33047_118255904,81,四川,028,成都,0.0,15,0,12,20180221
460_01_33221_124438047,81,四川,0827,巴中,0.0,14,0,15,20180221
460_01_33227_223593248,81,四川,028,眉山,0.0,5,0,23,20180221
460_01_33232_124456992,81,四川,028,眉山,0.0,8,0,12,20180221
460_01_33274_241193009,81,四川,0813,自贡,0.0,11,0,16,20180221
460_01_45686_223246387,81,四川,0830,泸州,0.0,5,0,21,20180221
460_01_45806_224138016,81,四川,0837,阿坝藏族羌族自治州,0.037,27,1,16,20180221
460_01_33088_119707681,81,四川,0817,南充,0.0,18,0,10,20180221
460_01_33094_120059681,81,四川,0817,南充,0.0,8,0,11,20180221
460_01_33105_120412448,81,四川,0816,绵阳,0.0,16,0,21,20180221
460_01_33126_121047601,81,四川,0831,宜宾,0.0278,36,1,16,20180221
460_01_33228_124504096,81,四川,028,眉山,0.0,12,0,11,20180221
460_01_33236_124839711,81,四川,0826,广安,0.0,11,0,21,20180221
460_01_33033_117687072,81,四川,028,成都,0.0,16,0,22,20180221
460_01_33046_118188290,81,四川,028,成都,0.009,333,1,19,20180221
460_01_33090_119765537,81,四川,0817,南充,0.0,11,0,16,20180221
460_01_33234_124787489,81,四川,0826,广安,0.0068,148,1,11,20180221
460_01_33109_120274721,81,四川,0816,绵阳,0.3,10,3,16,20180221
460_01_33153_121845539,81,四川,0833,乐山,0.0,6,0,18,20180221
460_01_33221_124243743,81,四川,0827,巴中,0.1,30,3,11,20180221
460_01_33229_124664097,81,四川,028,眉山,0.0,9,0,15,20180221
460_01_33252_223947552,81,四川,0834,凉山彝族自治州,0.0,40,0,23,20180221
460_01_45718_123416881,81,四川,0832,内江,0.0,10,0,00,20180221
460_01_33035_244385539,81,四川,028,成都,0.0357,28,1,16,20180221
460_01_33042_117770528,81,四川,028,成都,0.0,26,0,22,20180221
460_01_33147_121481521,81,四川,0818,达州,0.0283,106,2,23,20180221
460_01_45715_123409202,81,四川,0832,内江,0.0,60,0,19,20180221
460_01_45733_124289314,81,四川,0827,巴中,0.0,12,0,09,20180221
460_01_33251_125500704,81,四川,0834,凉山彝族自治州,0.0,43,0,21,20180221
460_01_33053_118051359,81,四川,028,成都,0.0125,80,1,16,20180221
460_01_33123_120640305,81,四川,0831,宜宾,0.0,7,0,17,20180221
460_01_33149_121161011,81,四川,0818,达州,0.0,26,0,10,20180221
460_01_33237_124870943,81,四川,0826,广安,0.0,14,0,11,20180221
460_01_33275_123170611,81,四川,0813,自贡,0.0,8,0,11,20180221
460_01_33045_245447681,81,四川,028,成都,0.0,5,0,19,20180221
460_01_33111_120393505,81,四川,0816,绵阳,0.0,6,0,12,20180221
460_01_33140_86995539,81,四川,0818,达州,0.0,6,0,11,20180221
460_01_33150_121277215,81,四川,0818,达州,0.0,23,0,16,20180221
460_01_33234_88554599,81,四川,0826,广安,0.0,7,0,23,20180221
460_01_33032_117488415,81,四川,028,成都,0.0,14,0,18,20180221
460_01_33088_119592225,81,四川,0817,南充,0.0,7,0,20,20180221
460_01_33108_84910112,81,四川,0816,绵阳,0.0588,17,1,16,20180221
460_01_33130_120779827,81,四川,0831,宜宾,0.0,28,0,15,20180221
460_01_33150_121275425,81,四川,0818,达州,0.0,15,0,20,20180221
460_01_33202_123404338,81,四川,0832,内江,0.0303,33,1,16,20180221
460_01_33220_124343073,81,四川,0827,巴中,0.0,24,0,19,20180221
460_01_33107_120292897,81,四川,0816,绵阳,0.0,6,0,18,20180221
460_01_33128_121014835,81,四川,0831,宜宾,0.0,20,0,17,20180221
460_01_33207_123860004,81,四川,0839,广元,0.0,8,0,14,20180221
460_01_33218_124082720,81,四川,0812,攀枝花,0.0,16,0,21,20180221
460_01_33257_125733919,81,四川,0837,阿坝藏族羌族自治州,0.1765,17,2,12,20180221
460_01_33053_117776416,81,四川,028,成都,0.0,23,0,07,20180221
460_01_33147_223141171,81,四川,0818,达州,0.0,9,0,20,20180221
460_01_33169_122031410,81,四川,0830,泸州,0.0,5,0,13,20180221
460_01_33233_124894753,81,四川,0826,广安,0.0,62,0,23,20180221
460_01_33186_122700831,81,四川,028,资阳,0.0,9,0,18,20180221
460_01_33146_121210399,81,四川,0818,达州,0.0741,27,2,13,20180221
460_01_33220_124269345,81,四川,0827,巴中,0.0213,47,1,17,20180221
460_01_33246_125277216,81,四川,0825,遂宁,0.0,23,0,23,20180221
460_01_33045_118691106,81,四川,028,成都,0.0769,13,1,00,20180221
460_01_33246_223807263,81,四川,0825,遂宁,0.0,9,0,16,20180221
460_01_33091_119884832,81,四川,0817,南充,0.0,6,0,20,20180221
460_01_33105_120349216,81,四川,0816,绵阳,0.0,14,0,20,20180221
460_01_33088_119574048,81,四川,0817,南充,0.0,13,0,12,20180221
460_01_33092_222745633,81,四川,0817,南充,0.0,47,0,08,20180221
460_01_33167_121990195,81,四川,0830,泸州,0.0,9,0,18,20180221
460_01_33044_117820673,81,四川,028,成都,0.0,7,0,14,20180221
460_01_33146_121489184,81,四川,0818,达州,0.0,7,0,14,20180221
460_01_33169_122254131,81,四川,0830,泸州,0.0313,32,1,19,20180221
460_01_33189_122879008,81,四川,028,资阳,0.0526,19,1,10,20180221
460_01_33032_117489443,81,四川,028,成都,0.0,5,0,20,20180221
460_01_33092_119621920,81,四川,0817,南充,0.0,44,0,14,20180221
460_01_33128_120913715,81,四川,0831,宜宾,0.0333,30,1,09,20180221
460_01_33169_247457842,81,四川,0830,泸州,0.0,15,0,16,20180221
460_01_33221_124432672,81,四川,0827,巴中,0.0,14,0,21,20180221
460_01_33036_118544415,81,四川,028,成都,0.0,7,0,17,20180221
460_01_33124_93429890,81,四川,0831,宜宾,0.0,12,0,16,20180221
460_01_33169_246421810,81,四川,0830,泸州,0.0,21,0,10,20180221
460_01_33275_123183410,81,四川,0813,自贡,0.0,31,0,18,20180221
460_01_33091_119863839,81,四川,0817,南充,0.0,25,0,13,20180221
460_01_33141_223059249,81,四川,0818,达州,0.0,7,0,23,20180221
460_01_33149_86994258,81,四川,0818,达州,0.1053,38,3,13,20180221
460_01_33130_121000497,81,四川,0831,宜宾,0.0,8,0,17,20180221
460_01_33202_92779825,81,四川,0832,内江,0.0,58,0,17,20180221
460_01_33221_124241953,81,四川,0827,巴中,0.0,14,0,23,20180221
460_01_33250_125439521,81,四川,0834,凉山彝族自治州,0.0,23,0,15,20180221
460_01_33032_117453600,81,四川,028,成都,0.0,10,0,21,20180221
460_01_33032_117759777,81,四川,028,成都,0.0,10,0,20,20180221
460_01_33090_119698721,81,四川,0817,南充,0.0192,52,1,23,20180221
460_01_33189_122985761,81,四川,028,资阳,0.0,15,0,16,20180221
460_01_33239_124965153,81,四川,0835,雅安,0.0,5,0,14,20180221
460_01_33248_223847457,81,四川,0825,遂宁,0.0,39,0,16,20180221
460_01_33275_123157297,81,四川,0813,自贡,0.0,6,0,17,20180221
460_01_33076_118516513,81,四川,028,成都,0.1429,14,2,09,20180221
460_01_33108_120157216,81,四川,0816,绵阳,0.0,5,0,18,20180221
460_01_33125_121044785,81,四川,0831,宜宾,0.0,9,0,03,20180221
460_01_33233_223732511,81,四川,0826,广安,0.0,18,0,13,20180221
460_01_33246_125194015,81,四川,0825,遂宁,0.0,11,0,19,20180221
460_01_33029_119316001,81,四川,028,成都,0.0,7,0,16,20180221
460_01_33031_117591073,81,四川,028,成都,0.0,8,0,20,20180221
460_01_33033_117644831,81,四川,028,成都,0.0,13,0,15,20180221
460_01_33043_117944097,81,四川,028,成都,0.0,25,0,20,20180221
460_01_33130_121002290,81,四川,0831,宜宾,0.0,9,0,14,20180221
460_01_33189_122842655,81,四川,028,资阳,0.0,20,0,12,20180221
460_01_33215_123944224,81,四川,0812,攀枝花,0.0,5,0,13,20180221
460_01_33238_223641120,81,四川,0826,广安,0.0278,36,1,17,20180221
460_01_33252_224007200,81,四川,0834,凉山彝族自治州,0.0,19,0,19,20180221
460_01_33098_120042783,81,四川,0817,南充,0.0,7,0,20,20180221
460_01_33126_121059377,81,四川,0831,宜宾,0.0222,45,1,11,20180221
460_01_33238_223633439,81,四川,0826,广安,0.0,50,0,21,20180221
460_01_33252_125466655,81,四川,0834,凉山彝族自治州,0.0313,32,1,15,20180221
460_01_33033_244390943,81,四川,028,成都,0.0,13,0,16,20180221
460_01_33046_118107681,81,四川,028,成都,0.0,10,0,16,20180221
460_01_33088_222740256,81,四川,0817,南充,0.0135,74,1,11,20180221
460_01_33089_119981856,81,四川,0817,南充,0.0,22,0,13,20180221
460_01_33275_123254065,81,四川,0813,自贡,0.0,16,0,16,20180221
460_01_33044_118027041,81,四川,028,成都,0.0,14,0,16,20180221
460_01_33116_83902339,81,四川,0816,绵阳,0.0,69,0,16,20180221
460_01_33127_120720691,81,四川,0831,宜宾,0.0238,42,1,10,20180221
460_01_33147_121453107,81,四川,0818,达州,0.0,7,0,18,20180221
460_01_33159_121647648,81,四川,0833,乐山,0.0,11,0,18,20180221
460_01_33169_121975857,81,四川,0830,泸州,0.0,7,0,18,20180221
460_01_33220_223480355,81,四川,0827,巴中,0.0,25,0,12,20180221
460_01_33053_117710879,81,四川,028,成都,0.0,24,0,09,20180221
460_01_33089_87069473,81,四川,0817,南充,0.0,6,0,17,20180221
460_01_33090_222731554,81,四川,0817,南充,0.0,43,0,18,20180221
460_01_33108_84910111,81,四川,0816,绵阳,0.0,5,0,22,20180221
460_01_33146_121431072,81,四川,0818,达州,0.0,6,0,18,20180221
460_01_33149_121160497,81,四川,0818,达州,0.0,9,0,19,20180221
460_01_33202_123404337,81,四川,0832,内江,0.0769,13,1,20,20180221
460_01_33215_123975199,81,四川,0812,攀枝花,0.0,8,0,12,20180221
460_01_33251_125605152,81,四川,0834,凉山彝族自治州,0.0,10,0,17,20180221
460_01_33092_119645985,81,四川,0817,南充,0.0,16,0,18,20180221
460_01_45733_124415007,81,四川,0827,巴中,0.0,21,0,17,20180221
460_01_45731_124107297,81,四川,0812,攀枝花,0.0,5,0,15,20180221
460_01_33128_120890162,81,四川,0831,宜宾,0.0,13,0,13,20180221
460_01_33027_117481505,81,四川,028,成都,0.0,13,0,16,20180221
460_01_33092_222857761,81,四川,0817,南充,0.0,34,0,17,20180221
460_01_33090_222855201,81,四川,0817,南充,0.0,46,0,22,20180221
460_01_33092_222857760,81,四川,0817,南充,0.0,43,0,20,20180221
460_01_33124_120591155,81,四川,0831,宜宾,0.0556,18,1,09,20180221
460_01_33124_120591154,81,四川,0831,宜宾,0.0,72,0,11,20180221
460_01_45746_223708705,81,四川,0826,广安,0.0,49,0,17,20180221
460_01_45718_123631667,81,四川,0832,内江,0.0,17,0,22,20180221
460_01_33098_119968032,81,四川,0817,南充,0.0204,49,1,19,20180221
460_01_33147_223178271,81,四川,0818,达州,0.0,22,0,23,20180221
460_01_33159_121598241,81,四川,0833,乐山,0.0,8,0,19,20180221
460_01_45746_124793633,81,四川,0826,广安,0.05,40,1,23,20180221
460_01_33042_118017311,81,四川,028,成都,0.0,15,0,15,20180221
460_01_33127_120687922,81,四川,0831,宜宾,0.0,24,0,12,20180221
460_01_33130_121033266,81,四川,0831,宜宾,0.0,11,0,18,20180221
460_01_33033_117687071,81,四川,028,成都,0.0,8,0,19,20180221
460_01_33099_119832865,81,四川,0817,南充,0.0,6,0,14,20180221
460_01_33109_120269857,81,四川,0816,绵阳,0.0,9,0,22,20180221
460_01_33149_121496114,81,四川,0818,达州,0.0,7,0,00,20180221
460_01_33221_124284191,81,四川,0827,巴中,0.0,38,0,13,20180221
460_01_33247_125212705,81,四川,0825,遂宁,0.0667,15,1,20,20180221
460_01_33128_120754995,81,四川,0831,宜宾,0.1,10,1,17,20180221
460_01_33128_121034035,81,四川,0831,宜宾,0.0,17,0,15,20180221
460_01_33234_124885281,81,四川,0826,广安,0.0,17,0,19,20180221
460_01_33033_244395809,81,四川,028,成都,0.0,6,0,09,20180221
460_01_33045_245729537,81,四川,028,成都,0.0,9,0,21,20180221
460_01_33129_120782899,81,四川,0831,宜宾,0.0,6,0,09,20180221
460_01_33187_122745632,81,四川,028,资阳,0.0,23,0,23,20180221
460_01_33232_223550496,81,四川,028,眉山,0.0,6,0,11,20180221
460_01_33041_245589763,81,四川,028,成都,0.0,6,0,14,20180221
460_01_33129_120945202,81,四川,0831,宜宾,0.0,24,0,11,20180221
460_01_33150_223095071,81,四川,0818,达州,0.0,36,0,10,20180221
460_01_33150_223128095,81,四川,0818,达州,0.0,7,0,01,20180221
460_01_33186_122721797,81,四川,028,资阳,0.0,17,0,11,20180221
460_01_33189_122846241,81,四川,028,资阳,0.0,22,0,13,20180221
460_01_33221_223501855,81,四川,0827,巴中,0.0,25,0,16,20180221
460_01_33029_117541664,81,四川,028,成都,0.0,21,0,00,20180221
460_01_33066_117899553,81,四川,028,成都,0.0,12,0,23,20180221
460_01_33124_120695859,81,四川,0831,宜宾,0.0,19,0,16,20180221
460_01_33147_121453105,81,四川,0818,达州,0.125,16,1,20,20180221
460_01_33161_121684257,81,四川,0833,乐山,0.125,8,1,10,20180221
460_01_33076_118676256,81,四川,028,成都,0.0,19,0,23,20180221
460_01_33090_222743073,81,四川,0817,南充,0.0667,15,1,08,20180221
460_01_33112_84924960,81,四川,0816,绵阳,0.0,5,0,00,20180221
460_01_33130_121007921,81,四川,0831,宜宾,0.0,6,0,13,20180221
460_01_33147_121358624,81,四川,0818,达州,0.0127,79,1,15,20180221
460_01_33247_125212959,81,四川,0825,遂宁,0.0,21,0,23,20180221
460_01_33250_125455904,81,四川,0834,凉山彝族自治州,0.0112,89,1,09,20180221
460_01_33036_117667104,81,四川,028,成都,0.0,13,0,15,20180221
460_01_33038_117996577,81,四川,028,成都,0.0,12,0,16,20180221
460_01_33045_222409989,81,四川,028,成都,0.0,8,0,14,20180221
460_01_33107_120202527,81,四川,0816,绵阳,0.0,21,0,15,20180221
460_01_33182_122519842,81,四川,0838,德阳,0.0,9,0,14,20180221
460_01_33275_241213745,81,四川,0813,自贡,0.0,24,0,16,20180221
460_01_33028_118160159,81,四川,028,成都,0.05,20,1,21,20180221
460_01_33035_244415492,81,四川,028,成都,0.0,11,0,22,20180221
460_01_33109_83907457,81,四川,0816,绵阳,0.0,5,0,21,20180221
460_01_33127_223043122,81,四川,0831,宜宾,0.0,13,0,14,20180221
460_01_45785_125659936,81,四川,0836,甘孜藏族自治州,0.0,12,0,23,20180221
460_01_45791_224167199,81,四川,0837,阿坝藏族羌族自治州,0.0,10,0,16,20180221
460_01_45757_125369378,81,四川,0825,遂宁,0.0,45,0,16,20180221
460_01_33044_118018592,81,四川,028,成都,0.0,9,0,21,20180221
460_01_33191_122890784,81,四川,028,成都,0.0,19,0,23,20180221
460_01_33230_90203731,81,四川,028,眉山,0.0,14,0,13,20180221
460_01_33247_223902497,81,四川,0825,遂宁,0.0,14,0,13,20180221
460_01_33091_222886689,81,四川,0817,南充,0.0,9,0,18,20180221
460_01_33091_87074817,81,四川,0817,南充,0.0,10,0,00,20180221
460_01_33098_119926304,81,四川,0817,南充,0.0,10,0,22,20180221
460_01_33132_120881458,81,四川,0831,宜宾,0.0833,12,1,16,20180221
460_01_33140_121417760,81,四川,0818,达州,0.1429,7,1,12,20180221
460_01_33140_86962691,81,四川,0818,达州,0.0,7,0,14,20180221
460_01_33147_121329458,81,四川,0818,达州,0.125,8,1,01,20180221
460_01_33187_122683681,81,四川,028,资阳,0.0,72,0,18,20180221
460_01_33218_124010015,81,四川,0812,攀枝花,0.0,5,0,20,20180221
460_01_33227_124544543,81,四川,028,眉山,0.0,11,0,10,20180221
460_01_33234_124760352,81,四川,0826,广安,0.0,9,0,13,20180221
460_01_33045_244438305,81,四川,028,成都,0.0,5,0,16,20180221
460_01_33091_119924769,81,四川,0817,南充,0.0,16,0,11,20180221
460_01_33094_222759200,81,四川,0817,南充,0.0,8,0,11,20180221
460_01_33127_120699187,81,四川,0831,宜宾,0.0,33,0,23,20180221
460_01_33189_122863648,81,四川,028,资阳,0.1111,9,1,11,20180221
460_01_33187_122795808,81,四川,028,资阳,0.0,11,0,21,20180221
460_01_33161_121685281,81,四川,0833,乐山,0.0,11,0,10,20180221
460_01_33169_121995059,81,四川,0830,泸州,0.0333,30,1,20,20180221
460_01_33146_121446687,81,四川,0818,达州,0.0,10,0,13,20180221
460_01_33187_122784287,81,四川,028,资阳,0.0,18,0,14,20180221
460_01_45785_125680159,81,四川,0836,甘孜藏族自治州,0.0,8,0,22,20180221
460_01_33201_123427379,81,四川,0832,内江,0.0345,29,1,09,20180221
460_01_33166_122005041,81,四川,0830,泸州,0.0,5,0,18,20180221
460_01_33035_117647903,81,四川,028,成都,0.0,8,0,17,20180221
460_01_33090_119677472,81,四川,0817,南充,0.0,33,0,13,20180221
460_01_33092_87581542,81,四川,0817,南充,0.0,21,0,20,20180221
460_01_33124_120736563,81,四川,0831,宜宾,0.0,6,0,14,20180221
460_01_33146_121197601,81,四川,0818,达州,0.0,5,0,20,20180221
460_01_33189_122897697,81,四川,028,资阳,0.0,16,0,22,20180221
460_01_33251_125594400,81,四川,0834,凉山彝族自治州,0.0,19,0,21,20180221
460_01_33273_123045427,81,四川,0813,自贡,0.0,6,0,19,20180221
460_01_45733_124289313,81,四川,0827,巴中,0.0,64,0,22,20180221
460_01_45746_88524134,81,四川,0826,广安,0.375,8,3,15,20180221
460_01_45715_123343411,81,四川,0832,内江,0.1667,6,1,13,20180221
460_01_33032_119375391,81,四川,028,成都,0.0,6,0,21,20180221
460_01_33034_117687585,81,四川,028,成都,0.0,7,0,22,20180221
460_01_33038_118877741,81,四川,028,成都,0.0,24,0,03,20180221
460_01_33042_117782048,81,四川,028,成都,0.0,13,0,17,20180221
460_01_33127_120756530,81,四川,0831,宜宾,0.0092,109,1,22,20180221
460_01_33146_223102751,81,四川,0818,达州,0.0476,147,6,17,20180221
460_01_33177_223279618,81,四川,0838,德阳,0.0,8,0,19,20180221
460_01_33140_121252383,81,四川,0818,达州,0.0256,39,1,14,20180221
460_01_33140_86965762,81,四川,0818,达州,0.0,19,0,14,20180221
460_01_33146_121361697,81,四川,0818,达州,0.0,12,0,08,20180221
460_01_33208_123884575,81,四川,0839,广元,0.0,29,0,20,20180221
460_01_33218_124142879,81,四川,0812,攀枝花,0.0,21,0,08,20180221
460_01_33240_124946465,81,四川,0835,雅安,0.0,14,0,01,20180221
460_01_33250_125436447,81,四川,0834,凉山彝族自治州,0.0,9,0,16,20180221
460_01_33107_120291617,81,四川,0816,绵阳,0.0,45,0,15,20180221
460_01_33208_123826464,81,四川,0839,广元,0.0,18,0,16,20180221
460_01_45715_123594289,81,四川,0832,内江,0.0,16,0,20,20180221
460_01_45746_88541797,81,四川,0826,广安,0.0,7,0,17,20180221
460_01_33275_241199155,81,四川,0813,自贡,0.0,8,0,00,20180221
460_01_33037_117973279,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33051_117834018,81,四川,028,成都,0.0,5,0,22,20180221
460_01_33095_119809056,81,四川,0817,南充,0.0,36,0,13,20180221
460_01_33125_121045554,81,四川,0831,宜宾,0.0,6,0,14,20180221
460_01_33177_122381343,81,四川,0838,德阳,0.0,9,0,23,20180221
460_01_33181_122598687,81,四川,0838,德阳,0.0,21,0,16,20180221
460_01_45718_123630643,81,四川,0832,内江,0.0,6,0,10,20180221
460_01_33221_124307489,81,四川,0827,巴中,0.0,11,0,18,20180221
460_01_33043_118155807,81,四川,028,成都,0.0,13,0,11,20180221
460_01_33091_119860511,81,四川,0817,南充,0.0,16,0,18,20180221
460_01_33234_223734560,81,四川,0826,广安,0.0,14,0,16,20180221
460_01_33053_245529119,81,四川,028,成都,0.0,7,0,14,20180221
460_01_33247_125207841,81,四川,0825,遂宁,0.0,11,0,17,20180221
460_01_33230_124646658,81,四川,028,眉山,0.0,20,0,21,20180221
460_01_33220_124231712,81,四川,0827,巴中,0.0,45,0,21,20180221
460_01_33237_124923168,81,四川,0826,广安,0.0,24,0,09,20180221
460_01_33233_124739871,81,四川,0826,广安,0.0,19,0,11,20180221
460_01_33234_124805919,81,四川,0826,广安,0.0,71,0,13,20180221
460_01_33245_125197856,81,四川,0825,遂宁,0.0,10,0,14,20180221
460_01_33045_117803812,81,四川,028,成都,0.0,11,0,22,20180221
460_01_45686_122150449,81,四川,0830,泸州,0.0541,37,1,17,20180221
460_01_33215_123935775,81,四川,0812,攀枝花,0.0,10,0,01,20180221
460_01_33264_125634847,81,四川,0836,甘孜藏族自治州,0.0,20,0,09,20180221
460_01_33091_119892769,81,四川,0817,南充,0.0,13,0,22,20180221
460_01_33192_122690591,81,四川,028,成都,0.0,16,0,11,20180221
460_01_33208_123858468,81,四川,0839,广元,0.0,13,0,19,20180221
460_01_33221_223515169,81,四川,0827,巴中,0.0294,34,1,20,20180221
460_01_33191_122928671,81,四川,028,成都,0.0714,14,1,14,20180221
460_01_33200_123395378,81,四川,0832,内江,0.0,61,0,19,20180221
460_01_33248_125224737,81,四川,0825,遂宁,0.0,7,0,18,20180221
460_01_33147_121328690,81,四川,0818,达州,0.6,5,2,17,20180221
460_01_33169_121954610,81,四川,0830,泸州,0.0,24,0,15,20180221
460_01_33233_124761120,81,四川,0826,广安,0.0,19,0,19,20180221
460_01_33233_124888095,81,四川,0826,广安,0.0,74,0,11,20180221
460_01_33032_119274527,81,四川,028,成都,0.0,9,0,22,20180221
460_01_45686_122150450,81,四川,0830,泸州,0.0,12,0,23,20180221
460_01_33234_124881695,81,四川,0826,广安,0.0,10,0,22,20180221
460_01_45757_125320225,81,四川,0825,遂宁,0.0,36,0,21,20180221
460_01_33099_87569951,81,四川,0817,南充,0.0,10,0,14,20180221
460_01_33152_121868320,81,四川,0833,乐山,0.0,7,0,18,20180221
460_01_45733_223528481,81,四川,0827,巴中,0.0,38,0,23,20180221
460_01_33181_122562848,81,四川,0838,德阳,0.0,6,0,11,20180221
460_01_33227_124539681,81,四川,028,眉山,0.0,57,0,16,20180221
460_01_33233_124745505,81,四川,0826,广安,0.0526,38,1,17,20180221
460_01_33158_121714210,81,四川,0833,乐山,0.0,9,0,17,20180221
460_01_33161_121680675,81,四川,0833,乐山,0.0,20,0,19,20180221
460_01_33233_124786209,81,四川,0826,广安,0.0,13,0,23,20180221
460_01_33239_125126687,81,四川,0835,雅安,0.0,10,0,10,20180221
460_01_33251_224002591,81,四川,0834,凉山彝族自治州,0.0,12,0,19,20180221
460_01_33247_223826977,81,四川,0825,遂宁,0.0,6,0,19,20180221
460_01_33127_120687665,81,四川,0831,宜宾,0.0,43,0,23,20180221
460_01_33127_120699186,81,四川,0831,宜宾,0.0,11,0,15,20180221
460_01_33124_120714036,81,四川,0831,宜宾,0.0,16,0,22,20180221
460_01_33166_122051635,81,四川,0830,泸州,0.0,6,0,16,20180221
460_01_33246_223920672,81,四川,0825,遂宁,0.0,8,0,18,20180221
460_01_33030_117524257,81,四川,028,成都,0.0,30,0,16,20180221
460_01_33245_223858720,81,四川,0825,遂宁,0.0,6,0,10,20180221
460_01_33047_118258975,81,四川,028,成都,0.0,6,0,19,20180221
460_01_33089_222881824,81,四川,0817,南充,0.0,6,0,16,20180221
460_01_33180_122673951,81,四川,0838,德阳,0.0,9,0,12,20180221
460_01_33050_222423839,81,四川,028,成都,0.0,7,0,18,20180221
460_01_33145_223170354,81,四川,0818,达州,0.0,40,0,17,20180221
460_01_33147_121252128,81,四川,0818,达州,0.0,102,0,18,20180221
460_01_33147_121483315,81,四川,0818,达州,0.0,8,0,15,20180221
460_01_33209_223460353,81,四川,0839,广元,0.0,29,0,09,20180221
460_01_33216_124163871,81,四川,0812,攀枝花,0.0,11,0,19,20180221
460_01_33233_88509799,81,四川,0826,广安,0.0,12,0,16,20180221
460_01_33221_124380193,81,四川,0827,巴中,0.04,25,1,10,20180221
460_01_33232_223550495,81,四川,028,眉山,0.0,5,0,23,20180221
460_01_33276_123281459,81,四川,0813,自贡,0.0,25,0,01,20180221
460_01_33141_223149105,81,四川,0818,达州,0.125,8,1,12,20180221
460_01_33165_121985844,81,四川,0830,泸州,0.0,56,0,12,20180221
460_01_33222_223507744,81,四川,0827,巴中,0.1667,12,2,02,20180221
460_01_45717_123557938,81,四川,0832,内江,0.1333,15,1,16,20180221
460_01_33032_119282463,81,四川,028,成都,0.0,5,0,23,20180221
460_01_33158_121802785,81,四川,0833,乐山,0.0,10,0,21,20180221
460_01_33191_122984991,81,四川,028,成都,0.0,14,0,17,20180221
460_01_33221_124377377,81,四川,0827,巴中,0.0,9,0,20,20180221
460_01_33251_125537569,81,四川,0834,凉山彝族自治州,0.0,49,0,20,20180221
460_01_33098_120047648,81,四川,0817,南充,0.0,6,0,23,20180221
460_01_33125_120941105,81,四川,0831,宜宾,0.0,5,0,23,20180221
460_01_33131_120799537,81,四川,0831,宜宾,0.0128,78,1,19,20180221
460_01_33275_123181618,81,四川,0813,自贡,0.0,16,0,09,20180221
460_01_33092_119618849,81,四川,0817,南充,0.0,29,0,13,20180221
460_01_33161_121810207,81,四川,0833,乐山,0.0,6,0,17,20180221
460_01_33221_124249377,81,四川,0827,巴中,0.0,32,0,15,20180221
460_01_33221_124304671,81,四川,0827,巴中,0.0,32,0,17,20180221
460_01_33107_120322851,81,四川,0816,绵阳,0.0,9,0,16,20180221
460_01_33140_223109664,81,四川,0818,达州,0.0909,77,2,17,20180221
460_01_33166_246527793,81,四川,0830,泸州,0.2,5,1,19,20180221
460_01_33252_125487903,81,四川,0834,凉山彝族自治州,0.0,34,0,23,20180221
460_01_33161_121844257,81,四川,0833,乐山,0.0,8,0,18,20180221
460_01_33176_122365984,81,四川,0838,德阳,0.0,5,0,23,20180221
460_01_33234_124770081,81,四川,0826,广安,0.0345,29,1,20,20180221
460_01_33274_123125041,81,四川,0813,自贡,0.0,22,0,23,20180221
460_01_33276_123239987,81,四川,0813,自贡,0.0,10,0,21,20180221
460_01_33191_223335712,81,四川,028,成都,0.0,31,0,22,20180221
460_01_33200_123379763,81,四川,0832,内江,0.0,36,0,02,20180221
460_01_33028_117512224,81,四川,028,成都,0.0,17,0,22,20180221
460_01_33031_117511938,81,四川,028,成都,0.1667,6,1,09,20180221
460_01_33032_119393568,81,四川,028,成都,0.0,21,0,15,20180221
460_01_33048_118206751,81,四川,028,成都,0.0,12,0,11,20180221
460_01_33099_119757088,81,四川,0817,南充,0.0,23,0,17,20180221
